time,x,y,vx,vy,heading,object_type,label
32,5074.725179801508,2481.1754614827796,9.389995614064901,-1.694991110916817,-0.19748041973680003,vehicle,AV
33,5075.677835594687,2480.980572175509,9.702291999064983,-1.995814441111179,-0.21896223991808125,vehicle,AV
34,5076.630608801461,2480.763817766561,9.508742751340833,-2.1390406305818033,-0.24144496344815541,vehicle,AV
35,5077.58102662293,2480.5251834598753,9.539975348934604,-2.370357214458636,-0.2648660264301357,vehicle,AV
36,5078.526333690326,2480.2641207413626,9.463733716193019,-2.5807447863007837,-0.28905963092090015,vehicle,AV
37,5079.467688857727,2479.9794132797842,9.266282408589177,-2.778935120627466,-0.3137522852449838,vehicle,AV
38,5080.400570388645,2479.672014242142,9.590314313254567,-3.185544235702764,-0.3386331617479615,vehicle,AV
39,5081.327169605081,2479.3406760427606,9.191818572835473,-3.2857298305634686,-0.3633443851020104,vehicle,AV
40,5082.245059652042,2478.9863032020266,9.217301513890561,-3.5686865926300015,-0.38762039172929313,vehicle,AV
41,5083.154589618786,2478.6097836147333,8.938412159523068,-3.712058240917031,-0.4112090039964416,vehicle,AV
42,5084.053073700223,2478.2129159555357,9.078305437215022,-4.035758127729423,-0.4337754855966828,vehicle,AV
43,5084.942461625131,2477.796212922477,8.79393621205054,-4.126510050359684,-0.4549750438798867,vehicle,AV
44,5085.82287046517,2477.36072044176,8.82973980830684,-4.392358606055495,-0.47466830231794827,vehicle,AV
45,5086.694754111967,2476.907979258946,8.75530572394382,-4.574584928918739,-0.4927451407765885,vehicle,AV
46,5087.557619452227,2476.440438980156,8.562246851488453,-4.646547506063143,-0.5091617873426327,vehicle,AV
47,5088.411108854662,2475.9597856669825,8.64479931869937,-4.880923467976572,-0.5238621722310244,vehicle,AV
48,5089.258746781759,2475.4664350765197,8.420532453937994,-4.901667907865885,-0.5368605794577338,vehicle,AV
49,5090.09842392438,2474.9632637601844,8.38904312368868,-5.025330688004033,-0.5482463408533382,vehicle,AV
